"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"13/11/2019 15:47:50";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;VNxZ99
476357;"13/11/2019 15:47:50";"+0:00";"System";"Logs";"Exporting a log.";;CPU6UD
476358;"13/11/2019 15:47:53";"+0:00";;"Recipe";"Loading recipe number 14 ( Vials 2ml Amber Prod ) on the interface.";;BxFtQZ
476359;"13/11/2019 15:47:54";"+0:00";;"Recipe";"Data trasfered to PLC";;nyHon9
476360;"13/11/2019 15:47:54";"+0:00";;"Warning";"ALARM OZONE SENSOR  On";;ism99f
476361;"13/11/2019 15:47:54";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;NVaCVk
476362;"13/11/2019 15:47:54";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;iGSIss
476363;"13/11/2019 15:47:54";"+0:00";;"Alarm";"EMERGENCY  On";;ipIPDQ
476364;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  On";;YKdc3R
476365;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  On";;l6+jbV
476366;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   On";;KmNFXp
476367;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM MAIN MOTOR  On";;J390P3
476368;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;5dJsOe
476369;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 1  On";;JX7iwb
476370;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 2  On";;vvaNvw
476371;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  On";;sFxDaU
476372;"13/11/2019 15:47:54";"+0:00";;"Alarm";"ALARM MISSING LKD REJECTED TRAYS   On";;CJi8xx
476373;"13/11/2019 15:47:54";"+0:00";;"Alarm";"PVSI NOT READY  On";;ObbS3f
476374;"13/11/2019 15:47:54";"+0:00";;"Alarm";"PVSI AND WINCC PRODUCT DIFFERENT  On";;gq7iQ8
476375;"13/11/2019 15:47:54";"+0:00";;"Alarm";"Alarm profibus nodo 3 (encoder)  On";;uRYEsZ
476376;"13/11/2019 15:47:54";"+0:00";;"Alarm";"Alarm profibus nodo 4 (PC)  On";;DNvFdI
476377;"13/11/2019 15:47:54";"+0:00";;"Alarm";"WARNING MISSING LOGIN OPERATION  On";;kGT2CL
476378;"13/11/2019 15:47:58";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  Off";;2vn3MN
476379;"13/11/2019 15:48:23";"+0:00";"System";"User administration";"User 'nadir' logged on with group 'Administrator'.";;0xpfru
476380;"13/11/2019 15:48:46";"+0:00";"nadir";"Warning";"PVSI NOT RUNNING   Off";;20E8MW
476381;"13/11/2019 15:48:49";"+0:00";"nadir";"Warning";"ALARM OZONE SENSOR  Off";;x4Z0IZ
476382;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  Off";;pyQgGY
476383;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  Off";;JSxLmz
476384;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   Off";;6zrDWS
476385;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM MAIN MOTOR  Off";;ul/IsK
476386;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM ROTATION MOTOR 1  Off";;2u+8x7
476387;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM ROTATION MOTOR 2  Off";;hfKsFd
476388;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM MISSING LKD REJECTED TRAYS   Off";;litkUe
476389;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"PVSI NOT READY  Off";;mNSHOd
476390;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"PVSI AND WINCC PRODUCT DIFFERENT  Off";;1Hiji3
476391;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"Alarm profibus nodo 3 (encoder)  Off";;gy64v+
476392;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"Alarm profibus nodo 4 (PC)  Off";;NhTFAn
476393;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"WARNING MISSING LOGIN OPERATION  Off";;9bLw+G
476394;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"EMERGENCY  Off";;5n6bXq
476395;"13/11/2019 15:48:49";"+0:00";"nadir";"Alarm";"ALARM INFEED BELT MOTOR  Off";;pnbDDb
476396;"13/11/2019 15:48:55";"+0:00";"nadir";"Alarm";"EMERGENCY  On";;4m8Wn8
476397;"13/11/2019 15:48:55";"+0:00";"nadir";"Alarm";"ALARM INFEED BELT MOTOR  On";;cqnX9D
476398;"13/11/2019 15:48:56";"+0:00";"nadir";"Alarm";"EMERGENCY  Off";;Hsw9ca
476399;"13/11/2019 15:48:56";"+0:00";"nadir";"Alarm";"ALARM INFEED BELT MOTOR  Off";;NaXnaX
476400;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm: 21";"Acknowledgment of 21 alarm from PLC MCA200+LKD; the cited messages is part of alarm group 1.";;gm4Rwz
476401;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM SAFETY CLUTCH LOADING STARWHEEL  Acknowledgment";;GoE6gs
476402;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  Acknowledgment";;F0OyBY
476403;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   Acknowledgment";;+kV7gk
476404;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM MAIN MOTOR  Acknowledgment";;I5TWlZ
476405;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM ROTATION MOTOR 1  Acknowledgment";;4UUtB3
476406;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM ROTATION MOTOR 2  Acknowledgment";;TXoQEb
476407;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM MISSING COMUNICATION WITH INTERFACE  Acknowledgment";;YTp7J8
476408;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"ALARM MISSING LKD REJECTED TRAYS   Acknowledgment";;OmkMdV
476409;"13/11/2019 15:49:01";"+0:00";"nadir";"Alarm:";"PVSI NOT READY  Acknowledgment";;pBR0w0
