"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"12/03/2020 16:36:23";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;dmCNSp
524915;"12/03/2020 16:36:23";"+0:00";"System";"Logs";"Exporting a log.";;c+bwJw
524916;"12/03/2020 16:36:28";"+0:00";;"Recipe";"Loading recipe number 3 ( 5mL Production ) on the interface.";;cM/HoG
524917;"12/03/2020 16:36:28";"+0:00";;"Recipe";"Data trasfered to PLC";;C/LOLd
524918;"12/03/2020 16:36:28";"+0:00";;"Warning";"ALARM OZONE SENSOR  On";;xnaBvS
524919;"12/03/2020 16:36:28";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;lC4WIN
524920;"12/03/2020 16:36:28";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;KuP4qi
524921;"12/03/2020 16:36:28";"+0:00";;"Warning";"MACHINE ONLINE  On";;rlQQCL
524922;"12/03/2020 16:36:28";"+0:00";;"Alarm";"EMERGENCY  On";;2ixpWr
524923;"12/03/2020 16:36:28";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  On";;NjWlMB
524924;"12/03/2020 16:36:28";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  On";;uxkzPt
524925;"12/03/2020 16:36:28";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   On";;HUDTk5
524926;"12/03/2020 16:36:28";"+0:00";;"Alarm";"ALARM MAIN MOTOR  On";;Rcd9J8
524927;"12/03/2020 16:36:28";"+0:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;DrruDw
