"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"21/10/2019 14:46:27";"-2:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;UViPfH
475097;"21/10/2019 14:46:27";"-2:00";"System";"Logs";"Exporting a log.";;BgR4vG
475098;"21/10/2019 14:46:32";"-2:00";;"Recipe";"Loading recipe number 4 ( 10mL Production ) on the interface.";;rsD0aB
475099;"21/10/2019 14:46:32";"-2:00";;"Recipe";"Data trasfered to PLC";;eqwPm3
475100;"21/10/2019 14:46:32";"-2:00";;"Warning";"ALARM LKD REJECTED TRAY MISSING OR FULL  On";;VtMQux
475101;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING INFEED BELT MINIM LOAD  On";;O7kC52
475102;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING ACCEPTED TRAY ALMOST FULL  On";;zcwnuq
475103;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING REJECTED TRAY ALMOST FULL  On";;0uGi6A
475104;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING MISSING REJECTED TRAY HIGH ST0  On";;r7T/0p
475105;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING MISSING REJECTED TRAY LOW ST0   On";;xOqXNl
475106;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING ALL STATIONS DISABLED  On";;CT2ERC
475107;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING UPS  On";;NPPUs5
475108;"21/10/2019 14:46:32";"-2:00";;"Alarm";"EMERGENCY  On";;gIYV4o
475109;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  On";;O1L7Wp
475110;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  On";;uYpegP
475111;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   On";;Amgq6W
475112;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM ENCODER SETTING  On";;sAOcMl
475113;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  On";;aFE/zC
475114;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM MISSING LKD REJECTED TRAYS   On";;Sv+vCW
475115;"21/10/2019 14:46:32";"-2:00";;"Alarm";"WARNING MISSING LOGIN OPERATION  On";;rdrYlp
475116;"21/10/2019 14:46:32";"-2:00";;"Warning";"PVSI NOT READY  On";;MuN699
475117;"21/10/2019 14:46:32";"-2:00";;"Warning";"PVSI AND WINCC PRODUCT DIFFERENT  On";;Kk8VPg
475118;"21/10/2019 14:46:32";"-2:00";;"Warning";"PVSI NOT RUNNING   On";;WQhWI5
475119;"21/10/2019 14:46:32";"-2:00";;"Warning";"WARNING ALL STATIONS DISABLED  Off";;dUnlSC
475120;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM MISSING ST0 TIP REJECTED TRAYS   On";;WRSakx
475121;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;vmSEhI
475122;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM ROTATION MOTOR 1  On";;TiUsAI
475123;"21/10/2019 14:46:32";"-2:00";;"Alarm";"ALARM ROTATION MOTOR 2  On";;UZMfG1
475124;"21/10/2019 14:46:38";"-2:00";"System";"User administration";"User 'admin' has unsuccessfully attempted to log on 1 times in succession.";;5vsm7L
475125;"21/10/2019 14:46:38";"-2:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  Off";;uHg+Y7
475126;"21/10/2019 14:46:43";"-2:00";"System";"User administration";"User 'Admin' logged on with group 'Administrator'.";;+9b3/5
475127;"21/10/2019 14:48:04";"-2:00";"Admin";"Warning";"PVSI NOT RUNNING   Off";;JNJeEr
475128;"21/10/2019 15:04:26";"-2:00";"Admin";"User administration";"User logged off.";;yL62Jk
475129;"21/10/2019 15:04:26";"-2:00";;"Application";"Shutdown application.";;pvgFhM
0;"21/10/2019 15:04:26";"-2:00";"System";"Application";"Stopping program run of WinCC flexible RT 2008 SP3 on device SPAMI-PC.";;rdYtPd
0;"21/10/2019 15:06:19";"-2:00";"Sistema";"Applicazione";"Avvio del runtime di  nel pannello operatore SPAMI-PC. Progetto: '200LKDv236_PSPE13001_V02.OP - 0' release 6972, creato con WinCC flexible 2008 SP3 AdvancedWinCC flexible RT 2008 SP3";;K9DOzR
475130;"21/10/2019 15:06:19";"-2:00";"Sistema";"Amministrazione utenti";"Importazione amministrazione utenti terminata senza errori.";;qZwtXb
475131;"21/10/2019 15:06:19";"-2:00";"Sistema";"Applicazione";"Cambio al modo di funzionamento 'online'.";;uzSl6Z
0;"21/10/2019 15:06:20";"-2:00";"Sistema";"Archivi";"File di archivio chiusi.";;t/e5sb
"$RT_COUNT$";40;WriK3w;;;;;XILuTg
