"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"18/11/2019 14:17:34";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;M3f809
477867;"18/11/2019 14:17:34";"+0:00";"System";"Logs";"Exporting a log.";;womElB
477868;"18/11/2019 14:17:39";"+0:00";;"Recipe";"Loading recipe number 2 ( 2ml Production ) on the interface.";;fGg6Bj
477869;"18/11/2019 14:17:40";"+0:00";;"Recipe";"Data trasfered to PLC";;NQ/tXO
477870;"18/11/2019 14:17:40";"+0:00";;"Warning";"ALARM OZONE SENSOR  On";;as1s7P
477871;"18/11/2019 14:17:40";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;lves5I
477872;"18/11/2019 14:17:40";"+0:00";;"Warning";"WARNING END KNAPP PROCESS  On";;gNNQW1
477873;"18/11/2019 14:17:40";"+0:00";;"Warning";"KNAPP READY TO START  On";;mokiVS
477874;"18/11/2019 14:17:40";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;mhnJK1
477875;"18/11/2019 14:17:40";"+0:00";;"Alarm";"EMERGENCY  On";;+ofaF5
477876;"18/11/2019 14:17:40";"+0:00";;"Alarm";"COVER OPEN 2  On";;Ghrumo
477877;"18/11/2019 14:17:40";"+0:00";;"Alarm";"COVER OPEN 3  On";;bSyLG4
477878;"18/11/2019 14:17:40";"+0:00";;"Alarm";"COVER OPEN 6  On";;y7k362
477879;"18/11/2019 14:17:40";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  On";;TEIQoE
477880;"18/11/2019 14:17:40";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  On";;hFmeVk
477881;"18/11/2019 14:17:40";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   On";;qjKfEM
477882;"18/11/2019 14:17:40";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 1  On";;lCZRHD
