"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"03/12/2019 08:07:35";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;EdVdrx
486240;"03/12/2019 08:07:35";"+0:00";"System";"Logs";"Exporting a log.";;DGRKel
486241;"03/12/2019 08:07:41";"+0:00";;"Recipe";"Loading recipe number 4 ( 10mL Production ) on the interface.";;pJpwBA
486242;"03/12/2019 08:07:41";"+0:00";;"Recipe";"Data trasfered to PLC";;Avuyls
486243;"03/12/2019 08:07:41";"+0:00";;"Warning";"ALARM OZONE SENSOR  On";;fmeXUq
486244;"03/12/2019 08:07:41";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;cLvD9Q
486245;"03/12/2019 08:07:41";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;kbjaAK
486246;"03/12/2019 08:07:41";"+0:00";;"Warning";"WARNING ACCEPTED TRAY ALMOST FULL  On";;Zh8p/r
486247;"03/12/2019 08:07:41";"+0:00";;"Warning";"WARNING REJECTED TRAY ALMOST FULL  On";;jg21jd
486248;"03/12/2019 08:07:41";"+0:00";;"Alarm";"EMERGENCY  On";;1ES/FK
486249;"03/12/2019 08:07:41";"+0:00";;"Alarm";"COVER OPEN 5  On";;7Z06N8
486250;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  On";;52k0Zh
486251;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  On";;ggwVxZ
486252;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   On";;lWOeK5
486253;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;TfNY8W
486254;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 1  On";;dcdfto
486255;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 2  On";;Z9pmuM
486256;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  On";;pc1Lp8
486257;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM MISSING ST0 TIP REJECTED TRAYS   On";;9GT29r
486258;"03/12/2019 08:07:41";"+0:00";;"Alarm";"ALARM MISSING LKD REJECTED TRAYS   On";;QNUnzK
486259;"03/12/2019 08:07:41";"+0:00";;"Alarm";"PVSI NOT READY  On";;g3qDgm
486260;"03/12/2019 08:07:41";"+0:00";;"Alarm";"PVSI AND WINCC PRODUCT DIFFERENT  On";;fnQ1pE
486261;"03/12/2019 08:07:41";"+0:00";;"Alarm";"Alarm profibus nodo 3 (encoder)  On";;blVJh7
486262;"03/12/2019 08:07:41";"+0:00";;"Alarm";"Alarm profibus nodo 4 (PC)  On";;3ZwkVL
486263;"03/12/2019 08:07:41";"+0:00";;"Alarm";"WARNING MISSING LOGIN OPERATION  On";;YWMKvM
486264;"03/12/2019 08:07:46";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  Off";;0aCNXw
486265;"03/12/2019 08:12:11";"+0:00";"System";"User administration";"User 'yvie' logged on with group 'Operator'.";;3oIgN2
486266;"03/12/2019 08:12:25";"+0:00";"yvie";"Warning";"PVSI NOT RUNNING   Off";;TAM3dk
486267;"03/12/2019 08:12:57";"+0:00";"yvie";"Alarm";"COVER OPEN 6  On";;XmGmmW
486268;"03/12/2019 08:12:57";"+0:00";"yvie";"Alarm";"COVER OPEN 7  On";;5Exuoz
486269;"03/12/2019 08:16:10";"+0:00";"yvie";"Warning";"ALARM OZONE SENSOR  Off";;YVYCDO
486270;"03/12/2019 08:16:10";"+0:00";"yvie";"Warning";"WARNING MISSING REJECTED TRAY LOW LKD   On";;iwmbbL
486271;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"COVER OPEN 5  Off";;rOgD2l
486272;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"COVER OPEN 6  Off";;YS5hWP
486273;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"COVER OPEN 7  Off";;8KrMTc
486274;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM SAFETY CLUTCH LOADING STARWHEEL  Off";;bkwvGk
486275;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL IMPUT  Off";;fZT+cI
486276;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM SAFETY CLUTCH INTERMITTENT STARWHEEL OUTPUT   Off";;8wrF2g
486277;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM ROTATION MOTOR 1  Off";;sGYHcG
486278;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM ROTATION MOTOR 2  Off";;cWSlcW
486279;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM MISSING ST0 TIP REJECTED TRAYS   Off";;QJ8T+F
486280;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"ALARM MISSING LKD REJECTED TRAYS   Off";;251QhH
486281;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"PVSI NOT READY  Off";;bAkCXx
486282;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"PVSI AND WINCC PRODUCT DIFFERENT  Off";;H/n9L4
486283;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"Alarm profibus nodo 3 (encoder)  Off";;ycrqs/
486284;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"Alarm profibus nodo 4 (PC)  Off";;NwLoIX
486285;"03/12/2019 08:16:10";"+0:00";"yvie";"Alarm";"WARNING MISSING LOGIN OPERATION  Off";;oEVa0v
