"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
0,"04/07/2019 11:51:19","-1:00","System","Application","New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3",,b2hjmW
393686,"04/07/2019 11:51:18","-1:00","System","Logs","Exporting a log.",,D6O3m6
393687,"04/07/2019 11:51:24","-1:00",,"Recipe","Loading recipe number 9 ( test camere ) on the interface.",,ymuN1Z
393688,"04/07/2019 11:51:25","-1:00",,"Recipe","Data trasfered to PLC",,aBv4pw
393689,"04/07/2019 11:51:25","-1:00",,"Warning","ALARM VACUUM SENSOR  On",,FAuEeY
393690,"04/07/2019 11:51:25","-1:00",,"Warning","PVSI NOT READY  On",,K0UbqW
393691,"04/07/2019 11:51:25","-1:00",,"Warning","PVSI AND WINCC PRODUCT DIFFERENT  On",,5sk4MM
393692,"04/07/2019 11:51:25","-1:00",,"Warning","PVSI NOT RUNNING   On",,rN6D/l
393693,"04/07/2019 11:51:25","-1:00",,"Warning","WARNING EMPTY PROGRAM ACTIVATED  On",,q9hffU
393694,"04/07/2019 11:51:25","-1:00",,"Alarm","EMERGENCY  On",,gyrPsH
393695,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  On",,lbYY7f
393696,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM PROFIBUS NODE 4 (PC)  On",,mpNijs
393697,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM TURRET MOTOR NOT READY  On",,PbhVm6
393698,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM HOMING NOT DONE TURRET MOTOR  On",,4zkgWd
393699,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM INFEED BELT MOTOR  On",,Kv7x3R
393700,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM ROTATION MOTOR  On",,oDwv5i
393701,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM ROTATION MOTOR 2  On",,cfEnF/
393702,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM ROTATION MOTOR 3  On",,zchAto
393703,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  On",,0JNMrU
393704,"04/07/2019 11:51:25","-1:00",,"Alarm","ALARM DATA VALID ERROR  On",,ogZWI3
393705,"04/07/2019 11:51:25","-1:00",,"Alarm","WARNING MISSING LOGIN OPERATION  On",,U4iHO4
393706,"04/07/2019 11:51:29","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  Off",,Z3Xvfu
393707,"04/07/2019 11:51:46","-1:00",,"Warning","PVSI NOT RUNNING   Off",,jWzvvG
393708,"04/07/2019 11:51:48","-1:00",,"Warning","ALARM VACUUM SENSOR  Off",,7689la
393709,"04/07/2019 11:51:48","-1:00",,"Warning","PVSI NOT READY  Off",,bGyGCP
393710,"04/07/2019 11:51:48","-1:00",,"Warning","PVSI AND WINCC PRODUCT DIFFERENT  Off",,k02wnW
393711,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  Off",,TRGJyM
393712,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM PROFIBUS NODE 4 (PC)  Off",,Va4vCO
393713,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM TURRET MOTOR NOT READY  Off",,RzeLrB
393714,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM HOMING NOT DONE TURRET MOTOR  Off",,Yyh6VB
393715,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM DATA VALID ERROR  Off",,9Ie1hE
393716,"04/07/2019 11:51:48","-1:00",,"Alarm","EMERGENCY  Off",,+uepAh
393717,"04/07/2019 11:51:48","-1:00",,"Alarm","ALARM INFEED BELT MOTOR  Off",,jdgZ+B
393718,"04/07/2019 11:52:01","-1:00","System","User administration","User 'simonb' has unsuccessfully attempted to log on 1 times in succession.",,HE5rOH
393719,"04/07/2019 11:52:08","-1:00","System","User administration","User 'simonb' logged on with group 'Administrator'.",,lLrSuM
393720,"04/07/2019 11:52:11","-1:00","simonb","Alarm","ALARM ROTATION MOTOR  Off",,6C5GJr
393721,"04/07/2019 11:52:11","-1:00","simonb","Alarm","ALARM ROTATION MOTOR 2  Off",,K/T7A+
393722,"04/07/2019 11:52:11","-1:00","simonb","Alarm","ALARM ROTATION MOTOR 3  Off",,7oFXgy
393723,"04/07/2019 11:52:11","-1:00","simonb","Alarm","WARNING MISSING LOGIN OPERATION  Off",,hGsYIl
393724,"04/07/2019 11:57:33","-1:00","simonb","Recipe","Loading recipe number 3 ( 50ml Production ) on the interface.",,q8WsfP
393725,"04/07/2019 11:57:33","-1:00","simonb","Recipe","Data trasfered to PLC",,cpikxP
393726,"04/07/2019 11:57:36","-1:00","simonb","Warning","PVSI NOT RUNNING   On",,kqNHlL
393727,"04/07/2019 11:57:38","-1:00","simonb","Warning","PVSI AND WINCC PRODUCT DIFFERENT  On",,xp/RVq
393728,"04/07/2019 11:57:39","-1:00","simonb","Warning","PVSI NOT RUNNING   Off",,ZtGEEp
393729,"04/07/2019 12:06:12","-1:00","simonb","User administration","User logged off.",,ukblEV
393730,"04/07/2019 12:06:12","-1:00",,"Tag: Cicli continui\UserLevel","Change the value of the 'Cicli continui\UserLevel' tag from '0' to '0' by entering '0'.",,KWs77t
393731,"04/07/2019 12:06:12","-1:00",,"Alarm","WARNING MISSING LOGIN OPERATION  On",,l0Jjy5
393732,"04/07/2019 12:06:18","-1:00","System","User administration","User 'simonb' logged on with group 'Administrator'.",,dadYFn
393733,"04/07/2019 12:06:30","-1:00","simonb","Warning","PVSI AND WINCC PRODUCT DIFFERENT  Off",,5nfQ4u
393734,"04/07/2019 12:06:30","-1:00","simonb","Alarm","WARNING MISSING LOGIN OPERATION  Off",,OC6f1R
393735,"04/07/2019 12:09:01","-1:00","simonb","Alarm","ALARM DATA VALID ERROR  On",,5vc86r
393736,"04/07/2019 12:09:03","-1:00","simonb","Warning","PVSI NOT RUNNING   On",,jHthPp
393737,"04/07/2019 12:09:04","-1:00","simonb","Warning","PVSI NOT RUNNING   Off",,HXta46
393738,"04/07/2019 13:35:51","-1:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,sCDbrV
0,"04/07/2019 13:36:03","-1:00","System","Application","Startup of  on device . Project: '. - ' Build , created with WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3",,tPWr6u
393739,"04/07/2019 13:36:06","-1:00","System","User administration","Password list imported successfully.",,oUBsB9
393740,"04/07/2019 13:36:06","-1:00","System","Application","Change to operating mode 'online'.",,2oZhoO
0,"04/07/2019 13:36:11","-1:00","System","Logs","Log files closed.",,uhhnHS
"$RT_COUNT$",59,kk14ge,,,,,H3aWSR
