"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
0,"02/08/2019 08:04:47","-1:00","System","Application","New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3",,MJvpQp
413002,"02/08/2019 08:04:46","-1:00","System","Logs","Exporting a log.",,BlcyRP
413003,"02/08/2019 08:04:55","-1:00",,"Recipe","Loading recipe number 4 ( 100ml Production ) on the interface.",,qzM0r2
413004,"02/08/2019 08:04:56","-1:00",,"Recipe","Data trasfered to PLC",,PT92md
413005,"02/08/2019 08:04:56","-1:00",,"Warning","ALARM VACUUM SENSOR  On",,iWrr6X
413006,"02/08/2019 08:04:56","-1:00",,"Warning","PVSI NOT READY  On",,GEI70a
413007,"02/08/2019 08:04:56","-1:00",,"Warning","PVSI AND WINCC PRODUCT DIFFERENT  On",,E0IHSI
413008,"02/08/2019 08:04:56","-1:00",,"Warning","PVSI NOT RUNNING   On",,8cm9cM
413009,"02/08/2019 08:04:56","-1:00",,"Warning","WARNING EMPTY PROGRAM ACTIVATED  On",,oCu3HH
413010,"02/08/2019 08:04:56","-1:00",,"Alarm","EMERGENCY  On",,N1D9lK
413011,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  On",,5tHgUQ
413012,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM PROFIBUS NODE 4 (PC)  On",,mw+Duh
413013,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM TURRET MOTOR NOT READY  On",,T+SjkT
413014,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM HOMING NOT DONE TURRET MOTOR  On",,S4zqxr
413015,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM INFEED BELT MOTOR  On",,gdftRP
413016,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM ROTATION MOTOR  On",,52MWe9
413017,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM ROTATION MOTOR 2  On",,qDyHsu
413018,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM ROTATION MOTOR 3  On",,y5T6RB
413019,"02/08/2019 08:04:56","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  On",,aW9Vaq
413020,"02/08/2019 08:04:56","-1:00",,"Alarm","WARNING MISSING LOGIN OPERATION  On",,gUmLTx
413021,"02/08/2019 08:05:00","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  Off",,X2abrK
413022,"02/08/2019 08:05:14","-1:00","System","User administration","User 'knapps' logged on with group 'Administrator'.",,mmxPtl
413023,"02/08/2019 08:05:23","-1:00","knapps","Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  On",,oQUCno
413024,"02/08/2019 08:05:28","-1:00","knapps","Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  Off",,9uegbG
413025,"02/08/2019 08:05:39","-1:00","knapps","Warning","PVSI NOT RUNNING   Off",,ns0aoO
413026,"02/08/2019 08:06:00","-1:00","knapps","Alarm: 1025","Acknowledgment of 1025 alarm from PLC MCA200+LKD; the cited messages is part of alarm group 1.",,YHCLZI
413027,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","EMERGENCY  Acknowledgment",,fTGG/o
413028,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM PROFIBUS NODE 3 (ENCODER)  Acknowledgment",,YUke58
413029,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM PROFIBUS NODE 4 (PC)  Acknowledgment",,XxLq7/
413030,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM TURRET MOTOR NOT READY  Acknowledgment",,k3s6Oq
413031,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM HOMING NOT DONE TURRET MOTOR  Acknowledgment",,UKJWSM
413032,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM INFEED BELT MOTOR  Acknowledgment",,u4CgLH
413033,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM ROTATION MOTOR  Acknowledgment",,pJMJml
413034,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM ROTATION MOTOR 2  Acknowledgment",,DyGvRn
413035,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM ROTATION MOTOR 3  Acknowledgment",,wDU0r0
413036,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","WARNING MISSING LOGIN OPERATION  Acknowledgment",,1sYMQ/
413037,"02/08/2019 08:06:00","-1:00","knapps","Alarm:","ALARM MISSING COMUNICATION WITH INTERFACE  Acknowledgment",,JyaqRw
413038,"02/08/2019 08:06:02","-1:00","knapps","Warning","ALARM VACUUM SENSOR  Off",,B4Zyw3
413039,"02/08/2019 08:06:02","-1:00","knapps","Warning","PVSI NOT READY  Off",,ilzL9l
413040,"02/08/2019 08:06:02","-1:00","knapps","Warning","PVSI AND WINCC PRODUCT DIFFERENT  Off",,GDcfX4
413041,"02/08/2019 08:06:02","-1:00","knapps","Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  Off",,b0pO3U
413042,"02/08/2019 08:06:02","-1:00","knapps","Alarm","ALARM PROFIBUS NODE 4 (PC)  Off",,6ayGNY
413043,"02/08/2019 08:06:02","-1:00","knapps","Alarm","ALARM TURRET MOTOR NOT READY  Off",,tTBUCl
413044,"02/08/2019 08:06:02","-1:00","knapps","Alarm","ALARM HOMING NOT DONE TURRET MOTOR  Off",,Axkqoe
413045,"02/08/2019 08:06:02","-1:00","knapps","Alarm","EMERGENCY  Off",,odB6Ve
413046,"02/08/2019 08:06:02","-1:00","knapps","Alarm","ALARM INFEED BELT MOTOR  Off",,01tD15
413047,"02/08/2019 08:06:12","-1:00","System","User administration","User 'knapps' logged on with group 'Administrator'.",,b/iRUa
