"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
0,"18/04/2018 15:54:22","-1:00","System","Application","New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3",,OVYphv
284849,"18/04/2018 15:54:22","-1:00","System","Logs","Exporting a log.",,1MEUwB
284850,"18/04/2018 15:54:33","-1:00",,"Recipe","Loading recipe number 1 ( 10ml Production ) on the interface.",,RN6CHT
284851,"18/04/2018 15:54:35","-1:00",,"Recipe","Data trasfered to PLC",,2DFb5H
284852,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM INFEED BELT MOTOR  On",,6yk8uR
284853,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM ROTATION MOTOR  On",,FIi2iA
284854,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM ROTATION MOTOR 2  On",,9166W+
284855,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM ROTATION MOTOR 3  On",,ymcGlW
284856,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  On",,0RzwmU
284857,"18/04/2018 15:54:35","-1:00",,"Alarm","WARNING MISSING LOGIN OPERATION  On",,MMTTQz
284858,"18/04/2018 15:54:35","-1:00",,"Warning","ALARM VACUUM SENSOR  On",,7aE3Eh
284859,"18/04/2018 15:54:35","-1:00",,"Warning","PVSI NOT READY  On",,HJ5iOj
284860,"18/04/2018 15:54:35","-1:00",,"Warning","PVSI AND WINCC PRODUCT DIFFERENT  On",,nJtfka
284861,"18/04/2018 15:54:35","-1:00",,"Warning","PVSI NOT RUNNING   On",,Ud/F+9
284862,"18/04/2018 15:54:35","-1:00",,"Warning","WARNING EMPTY PROGRAM ACTIVATED  On",,pmo5hq
284863,"18/04/2018 15:54:35","-1:00",,"Alarm","EMERGENCY  On",,ZKQDQX
284864,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  On",,DXLwyV
284865,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM PROFIBUS NODE 4 (PC)  On",,UbZjDu
284866,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM TURRET MOTOR NOT READY  On",,C54aV7
284867,"18/04/2018 15:54:35","-1:00",,"Alarm","ALARM HOMING NOT DONE TURRET MOTOR  On",,qR0qhp
284868,"18/04/2018 15:54:37","-1:00",,"Alarm","ALARM MISSING COMUNICATION WITH INTERFACE  Off",,VOxN/z
284869,"18/04/2018 15:54:57","-1:00","System","User administration","User 'robj' logged on with group 'Operator'.",,pPbYoE
284870,"18/04/2018 15:55:07","-1:00","robj","Warning","PVSI NOT RUNNING   Off",,ENFfMQ
284871,"18/04/2018 15:55:28","-1:00","robj","Alarm","WARNING MISSING LOGIN OPERATION  Off",,wOOkTB
284872,"18/04/2018 15:55:28","-1:00","robj","Warning","ALARM VACUUM SENSOR  Off",,DeMS4y
284873,"18/04/2018 15:55:28","-1:00","robj","Warning","PVSI NOT READY  Off",,V9E1n+
284874,"18/04/2018 15:55:28","-1:00","robj","Warning","PVSI AND WINCC PRODUCT DIFFERENT  Off",,c3VDmG
284875,"18/04/2018 15:55:28","-1:00","robj","Alarm","ALARM PROFIBUS NODE 3 (ENCODER)  Off",,BC2JmH
284876,"18/04/2018 15:55:28","-1:00","robj","Alarm","ALARM PROFIBUS NODE 4 (PC)  Off",,/N+9xa
284877,"18/04/2018 15:55:28","-1:00","robj","Alarm","ALARM TURRET MOTOR NOT READY  Off",,Dk4lKH
284878,"18/04/2018 15:55:28","-1:00","robj","Alarm","ALARM HOMING NOT DONE TURRET MOTOR  Off",,LMd8zy
284879,"18/04/2018 15:55:29","-1:00","robj","Alarm","EMERGENCY  Off",,dwoN6O
284880,"18/04/2018 15:55:29","-1:00","robj","Alarm","ALARM INFEED BELT MOTOR  Off",,Fnrh6Z
284881,"18/04/2018 15:55:30","-1:00","robj","Alarm","ALARM ROTATION MOTOR  Off",,44BT11
284882,"18/04/2018 15:55:30","-1:00","robj","Alarm","ALARM ROTATION MOTOR 2  Off",,mODCcF
284883,"18/04/2018 15:55:30","-1:00","robj","Alarm","ALARM ROTATION MOTOR 3  Off",,tS6+xL
284884,"18/04/2018 15:55:30","-1:00","robj","Alarm: 276","Acknowledgment of 276 alarm from PLC MCA200+LKD; the cited messages is part of alarm group 1.",,KH2oPJ
284885,"18/04/2018 15:55:30","-1:00","robj","Alarm:","ALARM INFEED BELT MOTOR  Acknowledgment",,3sIzyG
284886,"18/04/2018 15:55:30","-1:00","robj","Alarm:","ALARM ROTATION MOTOR  Acknowledgment",,1kTPB0
284887,"18/04/2018 15:55:30","-1:00","robj","Alarm:","ALARM ROTATION MOTOR 2  Acknowledgment",,uLctO5
284888,"18/04/2018 15:55:30","-1:00","robj","Alarm:","ALARM ROTATION MOTOR 3  Acknowledgment",,51P+H9
284889,"18/04/2018 15:55:30","-1:00","robj","Alarm:","ALARM MISSING COMUNICATION WITH INTERFACE  Acknowledgment",,V99PkY
284890,"18/04/2018 15:55:30","-1:00","robj","Alarm:","WARNING MISSING LOGIN OPERATION  Acknowledgment",,kGMUkr
284891,"18/04/2018 15:55:30","-1:00","robj","Alarm:","EMERGENCY  Acknowledgment",,/aIK97
