"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"1/31/2018 3:10:54 PM";"-1:00";"System";"Application";"New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.";;QhFz27
55726;"1/31/2018 3:10:54 PM";"-1:00";"System";"Logs";"Exporting a log.";;1fqIWo
0;"1/31/2018 3:10:54 PM";"-1:00";"System";"Logs";"Log files closed.";;x4dHtq
"$RT_COUNT$";4;WriK3w;;;;;uUdmcg
