"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"05/11/2019 14:02:56";"+0:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;GuBBrF
326311;"05/11/2019 14:02:56";"+0:00";"System";"Logs";"Exporting a log.";;luYTW3
326312;"05/11/2019 14:03:04";"+0:00";;"Recipe";"Loading recipe number 3 ( 50ml Production ) on the interface.";;L+bMaU
326313;"05/11/2019 14:03:04";"+0:00";;"Recipe";"Data trasfered to PLC";;B5keFx
326314;"05/11/2019 14:03:04";"+0:00";;"Warning";"ALARM VACUUM SENSOR  On";;cnnFw9
326315;"05/11/2019 14:03:04";"+0:00";;"Warning";"PVSI NOT READY  On";;iaS1D4
326316;"05/11/2019 14:03:04";"+0:00";;"Warning";"PVSI AND WINCC PRODUCT DIFFERENT  On";;IyvOh2
326317;"05/11/2019 14:03:04";"+0:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;BbArOu
326318;"05/11/2019 14:03:04";"+0:00";;"Warning";"WARNING REJECTED TRAY 1 ALMOST FULL  On";;sDJn5u
326319;"05/11/2019 14:03:04";"+0:00";;"Warning";"WARNING SAFETY DOORS EXCLUDED  On";;BeHmNP
326320;"05/11/2019 14:03:04";"+0:00";;"Warning";"WARNING REJECTED TRAY 2 ALMOST FULL  On";;wfHJmQ
326321;"05/11/2019 14:03:04";"+0:00";;"Alarm";"EMERGENCY  On";;lM1CJM
326322;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM PROFIBUS NODE 3 (ENCODER)  On";;hAlj6X
326323;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM PROFIBUS NODE 4 (PC)  On";;gZh4f6
326324;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;q5UY7S
326325;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM ROTATION MOTOR  On";;LDB6YC
326326;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 2  On";;FNXBu6
326327;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM ROTATION MOTOR 3  On";;f9fLOd
326328;"05/11/2019 14:03:04";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  On";;bmuvIo
326329;"05/11/2019 14:03:04";"+0:00";;"Alarm";"WARNING MISSING LOGIN OPERATION  On";;STujUl
326330;"05/11/2019 14:03:09";"+0:00";;"Alarm";"ALARM MISSING COMUNICATION WITH INTERFACE  Off";;4fu30k
326331;"05/11/2019 14:03:11";"+0:00";;"Warning";"PVSI NOT RUNNING   On";;HVgVS5
326332;"05/11/2019 14:03:11";"+0:00";;"Warning";"WARNING SAFETY DOORS EXCLUDED  Off";;mEq2YA
326333;"05/11/2019 14:03:17";"+0:00";"System";"User administration";"User 'nadir' logged on with group 'Administrator'.";;WEHG9U
326334;"05/11/2019 14:03:33";"+0:00";"nadir";"Warning";"PVSI NOT RUNNING   Off";;Gv0rnh
326335;"05/11/2019 14:04:28";"+0:00";"nadir";"Alarm: 1135";"Acknowledgment of 1135 alarm from PLC MCA200+LKD; the cited messages is part of alarm group 1.";;yCXXKZ
326336;"05/11/2019 14:04:28";"+0:00";"nadir";"Alarm:";"EMERGENCY  Acknowledgment";;7Jo524
