"RecordID";"TimeStamp";"DeltaToUTC";"UserID";"ObjectID";"Description";"Comment";"Checksum"
0;"18/05/2020 06:31:17";"-1:00";"System";"Application";"New log file during run of  on device . Project: '. - ' Build , created with .WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3WinCC flexible RT 2008 SP3";;NGSNin
411010;"18/05/2020 06:31:17";"-1:00";"System";"Logs";"Exporting a log.";;ncDBE7
411011;"18/05/2020 06:31:25";"-1:00";;"Recipe";"Loading recipe number 6 ( 50ml Amber ) on the interface.";;m88g1Q
411012;"18/05/2020 06:31:25";"-1:00";;"Recipe";"Data trasfered to PLC";;cOoHdU
411013;"18/05/2020 06:31:25";"-1:00";;"Warning";"ALARM VACUUM SENSOR  On";;xs0Sfo
411014;"18/05/2020 06:31:25";"-1:00";;"Warning";"PVSI NOT READY  On";;2kFbaX
411015;"18/05/2020 06:31:25";"-1:00";;"Warning";"PVSI AND WINCC PRODUCT DIFFERENT  On";;kTG1Np
411016;"18/05/2020 06:31:25";"-1:00";;"Warning";"PVSI NOT RUNNING   On";;dQQx+j
411017;"18/05/2020 06:31:25";"-1:00";;"Warning";"WARNING EMPTY PROGRAM ACTIVATED  On";;t7J4NW
411018;"18/05/2020 06:31:25";"-1:00";;"Warning";"MACHINE ONLINE  On";;yBwT8C
411019;"18/05/2020 06:31:25";"-1:00";;"Warning";"WARNING REJECTED TRAY 2 ALMOST FULL  On";;60cqm9
411020;"18/05/2020 06:31:25";"-1:00";;"Alarm";"EMERGENCY  On";;PjxZhc
411021;"18/05/2020 06:31:25";"-1:00";;"Alarm";"COVER OPEN 3  On";;xwximD
411022;"18/05/2020 06:31:25";"-1:00";;"Alarm";"COVER OPEN 4  On";;r4FRtv
411023;"18/05/2020 06:31:25";"-1:00";;"Alarm";"ALARM PROFIBUS NODE 3 (ENCODER)  On";;yvLu4K
411024;"18/05/2020 06:31:25";"-1:00";;"Alarm";"ALARM PROFIBUS NODE 4 (PC)  On";;nO2Mlp
411025;"18/05/2020 06:31:25";"-1:00";;"Alarm";"ALARM INFEED BELT MOTOR  On";;82rSZD
411026;"18/05/2020 06:31:25";"-1:00";;"Alarm";"ALARM ROTATION MOTOR  On";;tcWPqr
