file_name,line_number,exception,data
files/vial_audit/AuditTrail0_20180207_091326_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0e\x0e\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_150806_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0c\x0c\x0b\x0b\x0b\x0b'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_083031_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:30:31 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V17.LKD - 0' Build 313, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'klrGjR')])"
files/vial_audit/AuditTrail0_20180201_083031_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56281'), ('time_stamp', '2/1/2018 9:30:31 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'H/FwT1')])"
files/vial_audit/AuditTrail0_20180201_083031_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:30:31 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'NzDRvS')])"
files/vial_audit/AuditTrail0_20180205_113109_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0e\x0f\x10\x11\x0e\x10\x0f\x11\x10\x10\x11\x0f\x10\x0f\x0f\x10\x11\x14\x15\x15\x15\x17 \x1a\x10\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_105256_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 11:52:56 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'Y77eJ+')])"
files/vial_audit/AuditTrail0_20180206_105256_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '58883'), ('time_stamp', '2/6/2018 11:52:56 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'rAmVmY')])"
files/vial_audit/AuditTrail0_20180206_105256_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 11:52:56 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'mFzCWD')])"
files/vial_audit/AuditTrail0_20180202_100400_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_071833_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0f\x10\x13\x12\x11\x11\x11\x0f\x10\x0f\x0f\x0e\x0e\x0e\x10\x10\x10\x12\x11\x10\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x10\x10\x11\x0e\x0e\x0e\x0e\x0e\x0e\x10\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_150115_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0e\x0f\x0f\x0e\x0f\x0f\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_072231_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0b\x0c\x0b'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_104710_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0e\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20171224_121254_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 614: invalid start byte,
files/vial_audit/AuditTrail0_20180131_133507_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 484: invalid start byte,
files/vial_audit/AuditTrail0_20180201_085424_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x10\x0f\x10\x10\x13\x0f\x0f\x10\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_083031_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180131_144325_SPAMI-PC.1.csv,2,time data '1/31/2018 3:43:25 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:43:25 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V16.LKD - 0' Build 230, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'DudcOe')])"
files/vial_audit/AuditTrail0_20180131_144325_SPAMI-PC.1.csv,3,time data '1/31/2018 3:43:25 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55920'), ('time_stamp', '1/31/2018 3:43:25 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '6Rl87X')])"
files/vial_audit/AuditTrail0_20180131_144325_SPAMI-PC.1.csv,4,time data '1/31/2018 3:43:25 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:43:25 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', '+Ls1j4')])"
files/vial_audit/AuditTrail0_20180205_111009_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 12:10:09 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 370, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'gGVgE9')])"
files/vial_audit/AuditTrail0_20180205_111009_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '57841'), ('time_stamp', '2/5/2018 12:10:09 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '8tRTh8')])"
files/vial_audit/AuditTrail0_20180205_111009_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 12:10:09 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', '+2ES6s')])"
files/vial_audit/AuditTrail0_20180206_090811_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_084254_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 9:42:54 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'GZCDB7')])"
files/vial_audit/AuditTrail0_20180206_084254_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '58535'), ('time_stamp', '2/6/2018 9:42:54 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '1J2uHs')])"
files/vial_audit/AuditTrail0_20180206_084254_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 9:42:54 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'hmPGCc')])"
files/vial_audit/AuditTrail0_20180131_134331_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 1637: invalid start byte,
files/vial_audit/AuditTrail0_20180131_143909_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 1299: invalid start byte,
files/vial_audit/AuditTrail0_20180131_143557_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 328: invalid start byte,
files/vial_audit/AuditTrail0_20180131_142539_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 1607: invalid start byte,
files/vial_audit/AuditTrail0_20180207_091433_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_071634_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_085428_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:54:28 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V17.LKD - 0' Build 313, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'HVaxl9')])"
files/vial_audit/AuditTrail0_20180201_085428_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56330'), ('time_stamp', '2/1/2018 9:54:28 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'z1hAAc')])"
files/vial_audit/AuditTrail0_20180201_085428_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:54:28 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'x8ogW/')])"
files/vial_audit/AuditTrail0_20180131_143948_SPAMI-PC.1.csv,2,time data '1/31/2018 3:39:48 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:39:48 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V16.LKD - 0' Build 230, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'SbtaX0')])"
files/vial_audit/AuditTrail0_20180131_143948_SPAMI-PC.1.csv,3,time data '1/31/2018 3:39:48 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55901'), ('time_stamp', '1/31/2018 3:39:48 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'v0fCT5')])"
files/vial_audit/AuditTrail0_20180131_143948_SPAMI-PC.1.csv,4,time data '1/31/2018 3:39:48 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:39:48 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'D6RrRj')])"
files/vial_audit/AuditTrail0_20180202_103835_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0f\x0e\x0e\x0e\x0f\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180114_001120_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x82 in position 1253: invalid start byte,
files/vial_audit/AuditTrail0_20180131_144557_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0e\x0e\x0e\x0c\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_154204_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x11\x10\x10\x12\x11\x10\x12\x11\x11\x12\x0f\x10\x0f\x11\x10\x0f\x0f\x0f\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_091217_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0f\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_081632_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x10\x12\x13\x12\x10\x11\x0f\x10\x0e\x0e\x0e\x0f\x0e\x0e\x0f\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_154255_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:42:55 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'pUANvy')])"
files/vial_audit/AuditTrail0_20180206_154255_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59537'), ('time_stamp', '2/6/2018 4:42:55 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'yiWOZ9')])"
files/vial_audit/AuditTrail0_20180206_154255_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:42:55 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'gPaqle')])"
files/vial_audit/AuditTrail0_20180131_135218_SPAMI-PC.1.csv,2,time data '1/31/2018 2:52:18 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:52:18 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'xmrE4n')])"
files/vial_audit/AuditTrail0_20180131_135218_SPAMI-PC.1.csv,3,time data '1/31/2018 2:52:18 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55639'), ('time_stamp', '1/31/2018 2:52:18 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'hKWe1w')])"
files/vial_audit/AuditTrail0_20180131_135218_SPAMI-PC.1.csv,4,time data '1/31/2018 2:52:18 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:52:18 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'Cj3YEn')])"
files/vial_audit/AuditTrail0_20180131_135218_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0e\x0e\x0e\x0f\x0e\x0e\x0e\x0f\x0e\x0f\x0e\x0e\x0e\x0f\x10\x12\x11\x11\x13\x18\x14\x12\x10\x10\x11'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_152420_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0c\x0c\x0e\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_145702_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 896: invalid start byte,
files/vial_audit/AuditTrail0_20180206_154220_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x11\x0f\x0f\x0e\x0e\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_105256_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0e\x0c\x0e\x0c\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_085241_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 9:52:41 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'KlmMVI')])"
files/vial_audit/AuditTrail0_20180206_085241_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '58556'), ('time_stamp', '2/6/2018 9:52:41 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'wVFJRK')])"
files/vial_audit/AuditTrail0_20180206_085241_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 9:52:41 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'dcBoo9')])"
files/vial_audit/AuditTrail0_20180205_095007_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0e\x0e\x0e\x0e\x0e\x0f\x10\x0f\x11\x11\x15\x18\x16\x13\x11\x10\x10\x0e\x10\x10\x10\x12\x0f\x11\x10\x10\x0f\x10\x10\x10\x12\x10\x0e\x0f\x10\x0e\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_141954_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x10\x0e\x0e\x10\x0f\x13\x0e\x0f\x10'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_090842_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0e\x0f\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_143948_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 784: invalid start byte,
files/vial_audit/AuditTrail0_20180206_085241_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_135414_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0e\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'DjfeUH')])"
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '59619'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'Rd6V88')])"
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/7/2018 8:47:22 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'KERV+v')])"
files/vial_audit/AuditTrail0_20180131_142856_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_123614_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_145835_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_105448_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_085428_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0f\x12\x16\x0f\x11\x11\x11\x13\x10\x10\x10\x0e\x0f\x0e\x0e\x11\x11\x12\x11\x10\x0e\x0f\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'tSyPhq')])"
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59241'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'S0bDfI')])"
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 3:23:06 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'wORiGD')])"
files/vial_audit/AuditTrail0_20180131_143756_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x11\x10\x13\x13\x12\x13\x10\x0f\x0e\x0e\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180111_092949_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x84 in position 359: invalid start byte,
files/vial_audit/AuditTrail0_20180131_143905_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x83 in position 1550: invalid start byte,
files/vial_audit/AuditTrail0_20180207_092323_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_085806_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0c\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_113811_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_094925_SPAMI-PC.csv,ALL,line contains NUL,
