file_name,line_number,exception,data
files/vial_audit/AuditTrail0_20180201_073208_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56183'), ('time_stamp', '2/1/2018 8:32:08 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'eTv2Jd')])"
files/vial_audit/AuditTrail0_20180201_073208_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 8:32:08 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'cZAkg4')])"
files/vial_audit/AuditTrail0_20180206_105717_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 11:57:17 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '/n8wou')])"
files/vial_audit/AuditTrail0_20180206_105717_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '58908'), ('time_stamp', '2/6/2018 11:57:17 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'FIbEG0')])"
files/vial_audit/AuditTrail0_20180206_105717_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 11:57:17 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'joqJVD')])"
files/vial_audit/AuditTrail0_20180202_100356_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_134857_SPAMI-PC.1.csv,2,time data '1/31/2018 2:48:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:48:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'RlTAdG')])"
files/vial_audit/AuditTrail0_20180131_134857_SPAMI-PC.1.csv,3,time data '1/31/2018 2:48:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55620'), ('time_stamp', '1/31/2018 2:48:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'F7wN8G')])"
files/vial_audit/AuditTrail0_20180131_134857_SPAMI-PC.1.csv,4,time data '1/31/2018 2:48:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:48:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'lGp6g8')])"
files/vial_audit/AuditTrail0_20180131_145702_SPAMI-PC.1.csv,2,time data '1/31/2018 3:57:02 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:57:02 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V17.LKD - 0' Build 313, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'XmC2H8')])"
files/vial_audit/AuditTrail0_20180131_145702_SPAMI-PC.1.csv,3,time data '1/31/2018 3:57:02 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55973'), ('time_stamp', '1/31/2018 3:57:02 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '2VVIAD')])"
files/vial_audit/AuditTrail0_20180131_145702_SPAMI-PC.1.csv,4,time data '1/31/2018 3:57:02 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:57:02 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', '0HtoFr')])"
files/vial_audit/AuditTrail0_20180131_134334_SPAMI-PC.1.csv,2,time data '1/31/2018 2:43:34 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:43:34 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'IARa5r')])"
files/vial_audit/AuditTrail0_20180131_134334_SPAMI-PC.1.csv,3,time data '1/31/2018 2:43:34 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55550'), ('time_stamp', '1/31/2018 2:43:34 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'eQ1LyB')])"
files/vial_audit/AuditTrail0_20180131_134334_SPAMI-PC.1.csv,4,time data '1/31/2018 2:43:34 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 2:43:34 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'I5sOY/')])"
files/vial_audit/AuditTrail0_20180131_141054_SPAMI-PC.1.csv,2,time data '1/31/2018 3:10:54 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:10:54 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V18.LKD - 0' Build 329, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'QhFz27')])"
files/vial_audit/AuditTrail0_20180131_141054_SPAMI-PC.1.csv,3,time data '1/31/2018 3:10:54 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55726'), ('time_stamp', '1/31/2018 3:10:54 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '1fqIWo')])"
files/vial_audit/AuditTrail0_20180131_141054_SPAMI-PC.1.csv,4,time data '1/31/2018 3:10:54 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:10:54 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'x4dHtq')])"
files/vial_audit/AuditTrail0_20180206_153531_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0b\x0b\x0b\x0b'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V19Test.LKD - 0' Build 366, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'E6dlID')])"
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '57646'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'FU/55E')])"
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'EOiQnZ')])"
files/vial_audit/AuditTrail0_20180205_153253_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x10\x0c\x0e\x11\x0f\x10\x13\x12\x10\x0f\x11\x0e\x11\x14\x12\x16\x14\x17\x17\x17\x12\x13\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_094038_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0e\x0f\x0e\x0e\x0f\x0f\x0e\x0e\x0e\x0f\x0f\x0f\x0e\x0e\x0f\x10'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_101833_SPAMI-PC.csv,ALL,line contains NUL,
files/vial_audit/AuditTrail0_20180206_110336_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 12:03:36 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'nasSzc')])"
files/vial_audit/AuditTrail0_20180206_110336_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '58934'), ('time_stamp', '2/6/2018 12:03:36 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '7WWPUr')])"
files/vial_audit/AuditTrail0_20180206_110336_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 12:03:36 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'z+TS8u')])"
files/vial_audit/AuditTrail0_20180207_090837_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0f\x11\x15\x15\x14\x0f\x0f\x0f\x10\x0e\x11\x10\x0f\x11\x0f\x0f\x10\x10\x0f\x0e\x0f\x0f\x0f\x0f\x11\x14\x12\x13\x12\x0e\x0e\x0e\x0e\x0f\x0f\x10\x11\x11\x16\x12\x10\x0e\x0e\x10\x11\x12\x10\x11\x0f\x0f\x0f\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_154204_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:42:04 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'Y6s+pw')])"
files/vial_audit/AuditTrail0_20180206_154204_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59521'), ('time_stamp', '2/6/2018 4:42:04 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'tqytAU')])"
files/vial_audit/AuditTrail0_20180206_154204_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:42:04 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'Jf0yLX')])"
files/vial_audit/AuditTrail0_20180202_095645_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 10:56:45 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V19.LKD - 0' Build 349, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'yr2pUc')])"
files/vial_audit/AuditTrail0_20180202_095645_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '57166'), ('time_stamp', '2/2/2018 10:56:45 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'JhGLxh')])"
files/vial_audit/AuditTrail0_20180202_095645_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 10:56:45 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'QHywnP')])"
files/vial_audit/AuditTrail0_20180114_001123_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x83 in position 997: invalid start byte,
files/vial_audit/AuditTrail0_20180202_072049_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180114_001124_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0e\x0c\x10\x14\x15\x12\x11\x11\x13\x15\x13\x0f\x10'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_154255_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x0f\x0f\x10\x11\x0e\x11\x13\x13\x10\x10\x0f\x10\x0f\x10\x0e\x0f\x0e\x10\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_082112_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:21:12 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V17.LKD - 0' Build 313, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '+QlJVY')])"
files/vial_audit/AuditTrail0_20180201_082112_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56231'), ('time_stamp', '2/1/2018 9:21:12 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'KORw0D')])"
files/vial_audit/AuditTrail0_20180201_082112_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:21:12 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'A/3qpa')])"
files/vial_audit/AuditTrail0_20180205_153253_SPAMI-PC.1.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0f\x11\x12\x12\x11\x11\x10\x0f\x12\x13\x11\x11\x13\x12\x13\x12\x14\x0e\x0f\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_130019_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f\x14\x17\x16\x16\x16\x12\x0f\x0f\x0e\x0f\x12\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_140549_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x80 in position 200: invalid start byte,
files/vial_audit/AuditTrail0_20180206_142306_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0e\x10\x11\x12\x12\x13\x13\x13\x12\x11\x10\x10\x10\x10\x0f\x10\x11\x12\x11\x14\x14\x13\x11\x10\x0f\x10\x11\x12\x11\x0f\x0f\x10\x0f\x11\x11\x10\x10\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_152407_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.2.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V19Test.LKD - 0' Build 366, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'E6dlID')])"
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.2.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '57647'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '+3SRtK')])"
files/vial_audit/AuditTrail0_20180202_145839_SPAMI-PC.2.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/2/2018 3:58:39 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'Pg35sx')])"
files/vial_audit/AuditTrail0_20180207_092845_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x0f\x0f\x0f\x0f\x10\x0e\x0f\x0e\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_130312_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x11'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_092842_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x10'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180205_113811_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 12:38:11 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V20.LKD - 0' Build 378, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'FraIAv')])"
files/vial_audit/AuditTrail0_20180205_113811_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '57923'), ('time_stamp', '2/5/2018 12:38:11 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'FaLmle')])"
files/vial_audit/AuditTrail0_20180205_113811_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/5/2018 12:38:11 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'rM/sg1')])"
files/vial_audit/AuditTrail0_20180205_125956_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_144557_SPAMI-PC.1.csv,2,time data '1/31/2018 3:45:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:45:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V16.LKD - 0' Build 230, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', '86HibQ')])"
files/vial_audit/AuditTrail0_20180131_144557_SPAMI-PC.1.csv,3,time data '1/31/2018 3:45:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '55929'), ('time_stamp', '1/31/2018 3:45:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'VuvHsU')])"
files/vial_audit/AuditTrail0_20180131_144557_SPAMI-PC.1.csv,4,time data '1/31/2018 3:45:57 PM' does not match format '%d/%m/%Y %H:%M:%S',"OrderedDict([('record_id', '0'), ('time_stamp', '1/31/2018 3:45:57 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'glE99Y')])"
files/vial_audit/AuditTrail0_20180205_111009_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180131_133510_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x81 in position 1897: invalid start byte,
files/vial_audit/AuditTrail0_20171224_121211_SPAMI-PC.csv,ALL,'utf-8' codec can't decode byte 0x82 in position 1641: invalid start byte,
files/vial_audit/AuditTrail0_20180201_083018_SPAMI-PC.1.csv,2,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:30:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V17.LKD - 0' Build 313, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'DUlGJs')])"
files/vial_audit/AuditTrail0_20180201_083018_SPAMI-PC.1.csv,3,unconverted data remains:  AM,"OrderedDict([('record_id', '56275'), ('time_stamp', '2/1/2018 9:30:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', 'FxwMoi')])"
files/vial_audit/AuditTrail0_20180201_083018_SPAMI-PC.1.csv,4,unconverted data remains:  AM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/1/2018 9:30:18 AM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', '9IvG+v')])"
files/vial_audit/AuditTrail0_20180202_071055_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x10\x10\x10\x12\x12\x15\x10\x11\x10\x10\x0f\x10\x0f\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180206_155210_SPAMI-PC.1.csv,2,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:52:10 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Application'), ('description', ""New log file during run of WinCC Runtime Advanced V13.00 + SP01 HF9 on HMI device SPAMI-PC. Project: 'PSP511701V21.LKD - 0' Build 400, created with WinCC Advanced V13 SP2.""), ('comment', ''), ('check_sum', 'fZDnEv')])"
files/vial_audit/AuditTrail0_20180206_155210_SPAMI-PC.1.csv,3,unconverted data remains:  PM,"OrderedDict([('record_id', '59558'), ('time_stamp', '2/6/2018 4:52:10 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Exporting a log.'), ('comment', ''), ('check_sum', '2ASTTb')])"
files/vial_audit/AuditTrail0_20180206_155210_SPAMI-PC.1.csv,4,unconverted data remains:  PM,"OrderedDict([('record_id', '0'), ('time_stamp', '2/6/2018 4:52:10 PM'), ('delta_to_utc', '-1:00'), ('user_id', 'System'), ('object_id', 'Logs'), ('description', 'Log files closed.'), ('comment', ''), ('check_sum', 'JYXFmw')])"
files/vial_audit/AuditTrail0_20180131_134334_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180202_072503_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e\x10\x0f\x0c'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180201_082938_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0e'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
files/vial_audit/AuditTrail0_20180207_074722_SPAMI-PC.csv,ALL,"OrderedDict([('record_id', '\x0f\x10\x0f\x10\x11\x12\x12\x12\x12\x11\x10\x13\x13\x12\x12\x11\x10\x10\x0e\x0f'), ('time_stamp', None), ('delta_to_utc', None), ('user_id', None), ('object_id', None), ('description', None), ('comment', None), ('check_sum', None)])",
